SUMMARY_LOG,LOWER_LIMIT,UPPER_LIMIT,SPOT_METRIC_LIV_LOG,DISTANCE_LIV_TEMPERATURE,MIN_ABNORMAL_RANGE,MAX_ABNORMAL_RANGE,INCLUDE_OK2SEND
EOLR_alignment_60cm_dist_TR_max_fitError,,,EOLR_alignment_60cm_dist_TR_max_fitError,Rx,None,None,TRUE
EOLR_alignment_60cm_dist_TR_range,,,EOLR_alignment_60cm_dist_TR_range,Rx,None,None,TRUE
EOLR_alignment_60cm_dist_TR_stDev,,,EOLR_alignment_60cm_dist_TR_stDev,Rx,None,None,TRUE
EOLR_alignment_60cm_dist_diagTLBR_min,,,EOLR_alignment_60cm_dist_diagTLBR_min,Rx,None,None,TRUE
EOLR_alignment_60cm_dist_diagTLBR_min_x,,,EOLR_alignment_60cm_dist_diagTLBR_min_x,Rx,None,None,TRUE
EOLR_alignment_60cm_dist_diagTLBR_min_y,,,EOLR_alignment_60cm_dist_diagTLBR_min_y,Rx,None,None,TRUE
EOLR_alignment_60cm_dist_diagTLBR_min_fitError,,,EOLR_alignment_60cm_dist_diagTLBR_min_fitError,Rx,None,None,TRUE
EOLR_alignment_60cm_dist_diagTLBR_max,,,EOLR_alignment_60cm_dist_diagTLBR_max,Rx,None,None,TRUE
EOLR_alignment_60cm_dist_diagTLBR_max_x,,,EOLR_alignment_60cm_dist_diagTLBR_max_x,Rx,None,None,TRUE
EOLR_alignment_60cm_dist_diagTLBR_max_y,,,EOLR_alignment_60cm_dist_diagTLBR_max_y,Rx,None,None,TRUE
EOLR_alignment_60cm_dist_diagTLBR_max_fitError,,,EOLR_alignment_60cm_dist_diagTLBR_max_fitError,Rx,None,None,TRUE
EOLR_alignment_60cm_dist_diagTLBR_range,,,EOLR_alignment_60cm_dist_diagTLBR_range,Rx,None,None,TRUE
EOLR_alignment_60cm_dist_diagTLBR_stDev,,,EOLR_alignment_60cm_dist_diagTLBR_stDev,Rx,None,None,TRUE
EOLR_alignment_60cm_dist_diagBLTR_min,,,EOLR_alignment_60cm_dist_diagBLTR_min,Rx,None,None,TRUE
EOLR_alignment_60cm_dist_diagBLTR_min_x,,,EOLR_alignment_60cm_dist_diagBLTR_min_x,Rx,None,None,TRUE
EOLR_alignment_60cm_dist_diagBLTR_min_y,,,EOLR_alignment_60cm_dist_diagBLTR_min_y,Rx,None,None,TRUE
EOLR_alignment_60cm_dist_diagBLTR_min_fitError,,,EOLR_alignment_60cm_dist_diagBLTR_min_fitError,Rx,None,None,TRUE
EOLR_alignment_60cm_dist_diagBLTR_max,,,EOLR_alignment_60cm_dist_diagBLTR_max,Rx,None,None,TRUE
EOLR_alignment_60cm_dist_diagBLTR_max_x,,,EOLR_alignment_60cm_dist_diagBLTR_max_x,Rx,None,None,TRUE
EOLR_alignment_60cm_dist_diagBLTR_max_y,,,EOLR_alignment_60cm_dist_diagBLTR_max_y,Rx,None,None,TRUE
EOLR_alignment_60cm_dist_diagBLTR_max_fitError,,,EOLR_alignment_60cm_dist_diagBLTR_max_fitError,Rx,None,None,TRUE
EOLR_alignment_60cm_dist_diagBLTR_range,,,EOLR_alignment_60cm_dist_diagBLTR_range,Rx,None,None,TRUE
EOLR_alignment_60cm_dist_diagBLTR_stDev,,,EOLR_alignment_60cm_dist_diagBLTR_stDev,Rx,None,None,TRUE
EOLR_alignment_60cm_dist_horiz_min,,,EOLR_alignment_60cm_dist_horiz_min,Rx,None,None,TRUE
EOLR_alignment_60cm_dist_horiz_min_x,,,EOLR_alignment_60cm_dist_horiz_min_x,Rx,None,None,TRUE
EOLR_alignment_60cm_dist_horiz_min_y,,,EOLR_alignment_60cm_dist_horiz_min_y,Rx,None,None,TRUE
EOLR_alignment_60cm_dist_horiz_min_fitError,,,EOLR_alignment_60cm_dist_horiz_min_fitError,Rx,None,None,TRUE
EOLR_alignment_60cm_dist_horiz_max,,,EOLR_alignment_60cm_dist_horiz_max,Rx,None,None,TRUE
EOLR_alignment_60cm_dist_horiz_max_x,,,EOLR_alignment_60cm_dist_horiz_max_x,Rx,None,None,TRUE
EOLR_alignment_60cm_dist_horiz_max_y,,,EOLR_alignment_60cm_dist_horiz_max_y,Rx,None,None,TRUE
EOLR_alignment_60cm_dist_horiz_max_fitError,,,EOLR_alignment_60cm_dist_horiz_max_fitError,Rx,None,None,TRUE
EOLR_alignment_60cm_dist_horiz_range,,,EOLR_alignment_60cm_dist_horiz_range,Rx,None,None,TRUE
EOLR_alignment_60cm_dist_horiz_stDev,,,EOLR_alignment_60cm_dist_horiz_stDev,Rx,None,None,TRUE
EOLR_alignment_60cm_dist_vert_min,,,EOLR_alignment_60cm_dist_vert_min,Rx,None,None,TRUE
EOLR_alignment_60cm_dist_vert_min_x,,,EOLR_alignment_60cm_dist_vert_min_x,Rx,None,None,TRUE
EOLR_alignment_60cm_dist_vert_min_y,,,EOLR_alignment_60cm_dist_vert_min_y,Rx,None,None,TRUE
EOLR_alignment_60cm_dist_vert_min_fitError,,,EOLR_alignment_60cm_dist_vert_min_fitError,Rx,None,None,TRUE
EOLR_alignment_60cm_dist_vert_max,,,EOLR_alignment_60cm_dist_vert_max,Rx,None,None,TRUE
EOLR_alignment_60cm_dist_vert_max_x,,,EOLR_alignment_60cm_dist_vert_max_x,Rx,None,None,TRUE
EOLR_alignment_60cm_dist_vert_max_y,,,EOLR_alignment_60cm_dist_vert_max_y,Rx,None,None,TRUE
EOLR_alignment_60cm_dist_vert_max_fitError,,,EOLR_alignment_60cm_dist_vert_max_fitError,Rx,None,None,TRUE
EOLR_alignment_60cm_dist_vert_range,,,EOLR_alignment_60cm_dist_vert_range,Rx,None,None,TRUE
EOLR_alignment_60cm_dist_vert_stDev,,,EOLR_alignment_60cm_dist_vert_stDev,Rx,None,None,TRUE
EOLR_alignment_60cm_dist_ALL_min,-12,12,EOLR_alignment_60cm_dist_ALL_min,Rx,None,None,TRUE
EOLR_alignment_60cm_dist_ALL_min_x,,,EOLR_alignment_60cm_dist_ALL_min_x,Rx,None,None,TRUE
EOLR_alignment_60cm_dist_ALL_min_y,,,EOLR_alignment_60cm_dist_ALL_min_y,Rx,None,None,TRUE
EOLR_alignment_60cm_dist_ALL_max,-10,10,EOLR_alignment_60cm_dist_ALL_max,Rx,None,None,TRUE
EOLR_alignment_60cm_dist_ALL_max_x,,,EOLR_alignment_60cm_dist_ALL_max_x,Rx,None,None,TRUE
EOLR_alignment_60cm_dist_ALL_max_y,,,EOLR_alignment_60cm_dist_ALL_max_y,Rx,None,None,TRUE
EOLR_ASPMetric_OQC,,,EOLR_ASPMetric_OQC,Rx,None,None,TRUE
EOLR_Gain_ASP_H1_(0_0)_NB,1.05,2.2,EOLR_Gain_ASP_H1_(0_0)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H1_(0_1)_NB,1.05,2.2,EOLR_Gain_ASP_H1_(0_1)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H1_(0_2)_NB,1.05,2.2,EOLR_Gain_ASP_H1_(0_2)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H1_(0_3)_NB,1.05,2.2,EOLR_Gain_ASP_H1_(0_3)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H1_(0_4)_NB,1.05,2.2,EOLR_Gain_ASP_H1_(0_4)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H1_(0_5)_NB,1.05,2.2,EOLR_Gain_ASP_H1_(0_5)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H1_(0_6)_NB,1.05,2.2,EOLR_Gain_ASP_H1_(0_6)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H1_(0_7)_NB,1.05,2.2,EOLR_Gain_ASP_H1_(0_7)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H1_(1_0)_NB,1.05,2.2,EOLR_Gain_ASP_H1_(1_0)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H1_(1_1)_NB,1.05,2.2,EOLR_Gain_ASP_H1_(1_1)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H1_(1_2)_NB,1.05,2.2,EOLR_Gain_ASP_H1_(1_2)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H1_(1_3)_NB,1.05,2.2,EOLR_Gain_ASP_H1_(1_3)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H1_(1_4)_NB,1.05,2.2,EOLR_Gain_ASP_H1_(1_4)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H1_(1_5)_NB,1.05,2.2,EOLR_Gain_ASP_H1_(1_5)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H1_(1_6)_NB,1.05,2.2,EOLR_Gain_ASP_H1_(1_6)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H1_(1_7)_NB,1.05,2.2,EOLR_Gain_ASP_H1_(1_7)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H1_(2_0)_NB,1.05,2.2,EOLR_Gain_ASP_H1_(2_0)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H1_(2_1)_NB,1.05,2.2,EOLR_Gain_ASP_H1_(2_1)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H1_(2_2)_NB,1.05,2.2,EOLR_Gain_ASP_H1_(2_2)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H1_(2_3)_NB,1.05,2.2,EOLR_Gain_ASP_H1_(2_3)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H1_(2_4)_NB,1.05,2.2,EOLR_Gain_ASP_H1_(2_4)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H1_(2_5)_NB,1.05,2.2,EOLR_Gain_ASP_H1_(2_5)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H1_(2_6)_NB,1.05,2.2,EOLR_Gain_ASP_H1_(2_6)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H1_(2_7)_NB,1.05,2.2,EOLR_Gain_ASP_H1_(2_7)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H1_(3_0)_NB,1.05,2.2,EOLR_Gain_ASP_H1_(3_0)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H1_(3_1)_NB,1.05,2.2,EOLR_Gain_ASP_H1_(3_1)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H1_(3_2)_NB,1.05,2.2,EOLR_Gain_ASP_H1_(3_2)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H1_(3_3)_NB,1.05,2.2,EOLR_Gain_ASP_H1_(3_3)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H1_(3_4)_NB,1.05,2.2,EOLR_Gain_ASP_H1_(3_4)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H1_(3_5)_NB,1.05,2.2,EOLR_Gain_ASP_H1_(3_5)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H1_(3_6)_NB,1.05,2.2,EOLR_Gain_ASP_H1_(3_6)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H1_(3_7)_NB,1.05,2.2,EOLR_Gain_ASP_H1_(3_7)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H1_(4_0)_NB,1.05,2.2,EOLR_Gain_ASP_H1_(4_0)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H1_(4_1)_NB,1.05,2.2,EOLR_Gain_ASP_H1_(4_1)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H1_(4_2)_NB,1.05,2.2,EOLR_Gain_ASP_H1_(4_2)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H1_(4_3)_NB,1.05,2.2,EOLR_Gain_ASP_H1_(4_3)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H1_(4_4)_NB,1.05,2.2,EOLR_Gain_ASP_H1_(4_4)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H1_(4_5)_NB,1.05,2.2,EOLR_Gain_ASP_H1_(4_5)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H1_(4_6)_NB,1.05,2.2,EOLR_Gain_ASP_H1_(4_6)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H1_(4_7)_NB,1.05,2.2,EOLR_Gain_ASP_H1_(4_7)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H1_(5_0)_NB,1.05,2.2,EOLR_Gain_ASP_H1_(5_0)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H1_(5_1)_NB,1.05,2.2,EOLR_Gain_ASP_H1_(5_1)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H1_(5_2)_NB,1.05,2.2,EOLR_Gain_ASP_H1_(5_2)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H1_(5_3)_NB,1.05,2.2,EOLR_Gain_ASP_H1_(5_3)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H1_(5_4)_NB,1.05,2.2,EOLR_Gain_ASP_H1_(5_4)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H1_(5_5)_NB,1.05,2.2,EOLR_Gain_ASP_H1_(5_5)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H1_(5_6)_NB,1.05,2.2,EOLR_Gain_ASP_H1_(5_6)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H1_(5_7)_NB,1.05,2.2,EOLR_Gain_ASP_H1_(5_7)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H1_(6_0)_NB,1.05,2.2,EOLR_Gain_ASP_H1_(6_0)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H1_(6_1)_NB,1.05,2.2,EOLR_Gain_ASP_H1_(6_1)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H1_(6_2)_NB,1.05,2.2,EOLR_Gain_ASP_H1_(6_2)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H1_(6_3)_NB,1.05,2.2,EOLR_Gain_ASP_H1_(6_3)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H1_(6_4)_NB,1.05,2.2,EOLR_Gain_ASP_H1_(6_4)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H1_(6_5)_NB,1.05,2.2,EOLR_Gain_ASP_H1_(6_5)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H1_(6_6)_NB,1.05,2.2,EOLR_Gain_ASP_H1_(6_6)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H1_(6_7)_NB,1.05,2.2,EOLR_Gain_ASP_H1_(6_7)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H1_(7_0)_NB,1.05,2.2,EOLR_Gain_ASP_H1_(7_0)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H1_(7_1)_NB,1.05,2.2,EOLR_Gain_ASP_H1_(7_1)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H1_(7_2)_NB,1.05,2.2,EOLR_Gain_ASP_H1_(7_2)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H1_(7_3)_NB,1.05,2.2,EOLR_Gain_ASP_H1_(7_3)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H1_(7_4)_NB,1.05,2.2,EOLR_Gain_ASP_H1_(7_4)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H1_(7_5)_NB,1.05,2.2,EOLR_Gain_ASP_H1_(7_5)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H1_(7_6)_NB,1.05,2.2,EOLR_Gain_ASP_H1_(7_6)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H1_(7_7)_NB,1.05,2.2,EOLR_Gain_ASP_H1_(7_7)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H2_(0_0)_NB,1.05,2.2,EOLR_Gain_ASP_H2_(0_0)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H2_(0_1)_NB,1.05,2.2,EOLR_Gain_ASP_H2_(0_1)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H2_(0_2)_NB,1.05,2.2,EOLR_Gain_ASP_H2_(0_2)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H2_(0_3)_NB,1.05,2.2,EOLR_Gain_ASP_H2_(0_3)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H2_(0_4)_NB,1.05,2.2,EOLR_Gain_ASP_H2_(0_4)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H2_(0_5)_NB,1.05,2.2,EOLR_Gain_ASP_H2_(0_5)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H2_(0_6)_NB,1.05,2.2,EOLR_Gain_ASP_H2_(0_6)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H2_(0_7)_NB,1.05,2.2,EOLR_Gain_ASP_H2_(0_7)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H2_(1_0)_NB,1.05,2.2,EOLR_Gain_ASP_H2_(1_0)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H2_(1_1)_NB,1.05,2.2,EOLR_Gain_ASP_H2_(1_1)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H2_(1_2)_NB,1.05,2.2,EOLR_Gain_ASP_H2_(1_2)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H2_(1_3)_NB,1.05,2.2,EOLR_Gain_ASP_H2_(1_3)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H2_(1_4)_NB,1.05,2.2,EOLR_Gain_ASP_H2_(1_4)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H2_(1_5)_NB,1.05,2.2,EOLR_Gain_ASP_H2_(1_5)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H2_(1_6)_NB,1.05,2.2,EOLR_Gain_ASP_H2_(1_6)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H2_(1_7)_NB,1.05,2.2,EOLR_Gain_ASP_H2_(1_7)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H2_(2_0)_NB,1.05,2.2,EOLR_Gain_ASP_H2_(2_0)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H2_(2_1)_NB,1.05,2.2,EOLR_Gain_ASP_H2_(2_1)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H2_(2_2)_NB,1.05,2.2,EOLR_Gain_ASP_H2_(2_2)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H2_(2_3)_NB,1.05,2.2,EOLR_Gain_ASP_H2_(2_3)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H2_(2_4)_NB,1.05,2.2,EOLR_Gain_ASP_H2_(2_4)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H2_(2_5)_NB,1.05,2.2,EOLR_Gain_ASP_H2_(2_5)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H2_(2_6)_NB,1.05,2.2,EOLR_Gain_ASP_H2_(2_6)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H2_(2_7)_NB,1.05,2.2,EOLR_Gain_ASP_H2_(2_7)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H2_(3_0)_NB,1.05,2.2,EOLR_Gain_ASP_H2_(3_0)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H2_(3_1)_NB,1.05,2.2,EOLR_Gain_ASP_H2_(3_1)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H2_(3_2)_NB,1.05,2.2,EOLR_Gain_ASP_H2_(3_2)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H2_(3_3)_NB,1.05,2.2,EOLR_Gain_ASP_H2_(3_3)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H2_(3_4)_NB,1.05,2.2,EOLR_Gain_ASP_H2_(3_4)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H2_(3_5)_NB,1.05,2.2,EOLR_Gain_ASP_H2_(3_5)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H2_(3_6)_NB,1.05,2.2,EOLR_Gain_ASP_H2_(3_6)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H2_(3_7)_NB,1.05,2.2,EOLR_Gain_ASP_H2_(3_7)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H2_(4_0)_NB,1.05,2.2,EOLR_Gain_ASP_H2_(4_0)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H2_(4_1)_NB,1.05,2.2,EOLR_Gain_ASP_H2_(4_1)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H2_(4_2)_NB,1.05,2.2,EOLR_Gain_ASP_H2_(4_2)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H2_(4_3)_NB,1.05,2.2,EOLR_Gain_ASP_H2_(4_3)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H2_(4_4)_NB,1.05,2.2,EOLR_Gain_ASP_H2_(4_4)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H2_(4_5)_NB,1.05,2.2,EOLR_Gain_ASP_H2_(4_5)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H2_(4_6)_NB,1.05,2.2,EOLR_Gain_ASP_H2_(4_6)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H2_(4_7)_NB,1.05,2.2,EOLR_Gain_ASP_H2_(4_7)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H2_(5_0)_NB,1.05,2.2,EOLR_Gain_ASP_H2_(5_0)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H2_(5_1)_NB,1.05,2.2,EOLR_Gain_ASP_H2_(5_1)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H2_(5_2)_NB,1.05,2.2,EOLR_Gain_ASP_H2_(5_2)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H2_(5_3)_NB,1.05,2.2,EOLR_Gain_ASP_H2_(5_3)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H2_(5_4)_NB,1.05,2.2,EOLR_Gain_ASP_H2_(5_4)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H2_(5_5)_NB,1.05,2.2,EOLR_Gain_ASP_H2_(5_5)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H2_(5_6)_NB,1.05,2.2,EOLR_Gain_ASP_H2_(5_6)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H2_(5_7)_NB,1.05,2.2,EOLR_Gain_ASP_H2_(5_7)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H2_(6_0)_NB,1.05,2.2,EOLR_Gain_ASP_H2_(6_0)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H2_(6_1)_NB,1.05,2.2,EOLR_Gain_ASP_H2_(6_1)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H2_(6_2)_NB,1.05,2.2,EOLR_Gain_ASP_H2_(6_2)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H2_(6_3)_NB,1.05,2.2,EOLR_Gain_ASP_H2_(6_3)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H2_(6_4)_NB,1.05,2.2,EOLR_Gain_ASP_H2_(6_4)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H2_(6_5)_NB,1.05,2.2,EOLR_Gain_ASP_H2_(6_5)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H2_(6_6)_NB,1.05,2.2,EOLR_Gain_ASP_H2_(6_6)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H2_(6_7)_NB,1.05,2.2,EOLR_Gain_ASP_H2_(6_7)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H2_(7_0)_NB,1.05,2.2,EOLR_Gain_ASP_H2_(7_0)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H2_(7_1)_NB,1.05,2.2,EOLR_Gain_ASP_H2_(7_1)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H2_(7_2)_NB,1.05,2.2,EOLR_Gain_ASP_H2_(7_2)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H2_(7_3)_NB,1.05,2.2,EOLR_Gain_ASP_H2_(7_3)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H2_(7_4)_NB,1.05,2.2,EOLR_Gain_ASP_H2_(7_4)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H2_(7_5)_NB,1.05,2.2,EOLR_Gain_ASP_H2_(7_5)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H2_(7_6)_NB,1.05,2.2,EOLR_Gain_ASP_H2_(7_6)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_H2_(7_7)_NB,1.05,2.2,EOLR_Gain_ASP_H2_(7_7)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_V1_(0_0)_NB,1.05,2.2,EOLR_Gain_ASP_V1_(0_0)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_V1_(0_1)_NB,1.05,2.2,EOLR_Gain_ASP_V1_(0_1)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_V1_(0_2)_NB,1.05,2.2,EOLR_Gain_ASP_V1_(0_2)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_V1_(0_3)_NB,1.05,2.2,EOLR_Gain_ASP_V1_(0_3)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_V1_(0_4)_NB,1.05,2.2,EOLR_Gain_ASP_V1_(0_4)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_V1_(0_5)_NB,1.05,2.2,EOLR_Gain_ASP_V1_(0_5)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_V1_(0_6)_NB,1.05,2.2,EOLR_Gain_ASP_V1_(0_6)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_V1_(0_7)_NB,1.05,2.2,EOLR_Gain_ASP_V1_(0_7)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_V1_(1_0)_NB,1.05,2.2,EOLR_Gain_ASP_V1_(1_0)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_V1_(1_1)_NB,1.05,2.2,EOLR_Gain_ASP_V1_(1_1)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_V1_(1_2)_NB,1.05,2.2,EOLR_Gain_ASP_V1_(1_2)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_V1_(1_3)_NB,1.05,2.2,EOLR_Gain_ASP_V1_(1_3)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_V1_(1_4)_NB,1.05,2.2,EOLR_Gain_ASP_V1_(1_4)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_V1_(1_5)_NB,1.05,2.2,EOLR_Gain_ASP_V1_(1_5)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_V1_(1_6)_NB,1.05,2.2,EOLR_Gain_ASP_V1_(1_6)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_V1_(1_7)_NB,1.05,2.2,EOLR_Gain_ASP_V1_(1_7)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_V1_(2_0)_NB,1.05,2.2,EOLR_Gain_ASP_V1_(2_0)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_V1_(2_1)_NB,1.05,2.2,EOLR_Gain_ASP_V1_(2_1)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_V1_(2_2)_NB,1.05,2.2,EOLR_Gain_ASP_V1_(2_2)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_V1_(2_3)_NB,1.05,2.2,EOLR_Gain_ASP_V1_(2_3)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_V1_(2_4)_NB,1.05,2.2,EOLR_Gain_ASP_V1_(2_4)_NB,Rx,None,None,TRUE
EOLR_Gain_ASP_V1_(2_5)_NB,1.05,2.2,EOLR_Gain_ASP_V1_(2_5)_NB,Rx,None,None,TRUE
